,ISBN,title,author,publish_year,image_url,avg_rating,num_of_ratings
179,0671510053,SHIPPING NEWS,Annie Proulx,1994,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,3.32378223495702,349
180,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,3.6030534351145036,131
181,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,3.387323943661972,284
182,0553586122,Reap the Wind,Iris Johansen,2002,http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg,2.683673469387755,98
183,0553584510,The Survivors Club,LISA GARDNER,2003,http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg,3.2555555555555555,90
184,0345443284,While I Was Gone,Sue Miller,1999,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,2.654794520547945,365
185,0671789422,Possessing the Secret of Joy,Alice Walker,1993,http://images.amazon.com/images/P/0671789422.01.MZZZZZZZ.jpg,2.8987341772151898,79
186,0553273914,The House of the Spirits,Isabel Allende,1986,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg,3.308641975308642,162
187,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg,4.874015748031496,127
188,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg,3.448087431693989,732
189,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,3.495515695067265,446
190,0440215625,Dragonfly in Amber,DIANA GABALDON,1993,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,4.6328125,128
191,0316777730,Naked,David Sedaris,1998,http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg,4.419354838709677,124
192,0140042393,The Grapes of Wrath,John Steinbeck,1976,http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg,3.675324675324675,77
193,0446601241,Kiss the Girls,James Patterson,1995,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,2.7816593886462884,229
194,0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,3.1769547325102883,243
195,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,2.9285714285714284,182
196,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg,3.8016528925619837,121
197,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,3.145631067961165,103
198,0380789035,American Gods,Neil Gaiman,2002,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,4.006622516556291,302
199,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,http://images.amazon.com/images/P/0060964049.01.MZZZZZZZ.jpg,3.929411764705882,85
200,0440206154,Red Dragon,Thomas Harris,2000,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg,3.6191780821917807,365
201,0345370775,Jurassic Park,Michael Crichton,1999,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,3.369098712446352,466
202,0373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,http://images.amazon.com/images/P/0373484224.01.MZZZZZZZ.jpg,2.2755102040816326,98
203,0380789019,Neverwhere,Neil Gaiman,1998,http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg,4.265822784810126,237
204,0380018179,The Thorn Birds,Colleen McCullough,1978,http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg,2.7268518518518516,216
205,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,http://images.amazon.com/images/P/067101420X.01.MZZZZZZZ.jpg,2.519607843137255,102
206,0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,3.364864864864865,74
207,0786866276,Mother of Pearl,Melinda Haynes,1999,http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg,2.4305555555555554,72
208,0385720920,Choke,CHUCK PALAHNIUK,2002,http://images.amazon.com/images/P/0385720920.01.MZZZZZZZ.jpg,3.5,94
209,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg,4.091603053435114,131
210,0439404371,The Thief Lord,Cornelia Funke,2002,http://images.amazon.com/images/P/0439404371.01.MZZZZZZZ.jpg,3.402173913043478,92
211,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,3.9326424870466323,193
212,0553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,http://images.amazon.com/images/P/0553296981.01.MZZZZZZZ.jpg,4.820143884892087,139
213,0451169530,The Stand: Complete and Uncut,Stephen King,1991,http://images.amazon.com/images/P/0451169530.01.MZZZZZZZ.jpg,4.534351145038168,131
214,067168390X,Lonesome Dove,Larry McMurtry,1988,http://images.amazon.com/images/P/067168390X.01.MZZZZZZZ.jpg,4.108108108108108,74
215,0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg,3.605,200
216,0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,3.6342857142857143,350
217,0553258001,The Cider House Rules,John Irving,1986,http://images.amazon.com/images/P/0553258001.01.MZZZZZZZ.jpg,3.477777777777778,90
218,0553582658,Summer Light,Luanne Rice,2002,http://images.amazon.com/images/P/0553582658.01.MZZZZZZZ.jpg,2.0555555555555554,90
219,0373218400,Table For Two,Nora Roberts,2002,http://images.amazon.com/images/P/0373218400.01.MZZZZZZZ.jpg,1.9910714285714286,112
220,0441003257,Good Omens,Neil Gaiman,1996,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,4.244047619047619,168
221,0671028375,Fatal Voyage,Kathy Reichs,2002,http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg,3.0074074074074075,135
222,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg,3.6093117408906883,494
223,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,3.3385416666666665,192
224,0671038184,Jewel,Bret Lott,1999,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg,2.9282296650717705,209
225,0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,http://images.amazon.com/images/P/0060916508.01.MZZZZZZZ.jpg,4.37,100
226,0345361792,A Prayer for Owen Meany,John Irving,1990,http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg,3.7815533980582523,412
227,038531258X,Cold Sassy Tree,Olive Ann Burns,1986,http://images.amazon.com/images/P/038531258X.01.MZZZZZZZ.jpg,2.8850574712643677,87
228,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,http://images.amazon.com/images/P/006092988X.01.MZZZZZZZ.jpg,3.5681818181818183,88
229,0743225406,The Shipping News : A Novel,Annie Proulx,2001,http://images.amazon.com/images/P/0743225406.01.MZZZZZZZ.jpg,2.6510416666666665,192
230,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg,3.417633410672854,431
231,0786885688,Shopgirl,Steve Martin,2001,http://images.amazon.com/images/P/0786885688.01.MZZZZZZZ.jpg,3.4689655172413794,145
232,0671880187,Kitchen,Banana Yoshimoto,1994,http://images.amazon.com/images/P/0671880187.01.MZZZZZZZ.jpg,3.8555555555555556,90
233,037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,http://images.amazon.com/images/P/037570504X.01.MZZZZZZZ.jpg,2.410596026490066,151
234,0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,http://images.amazon.com/images/P/0767902521.01.MZZZZZZZ.jpg,4.2439024390243905,205
235,0553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,http://images.amazon.com/images/P/0553377868.01.MZZZZZZZ.jpg,3.506849315068493,73
236,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,http://images.amazon.com/images/P/0140244824.01.MZZZZZZZ.jpg,1.8577586206896552,232
237,0385510438,The Last Juror,John Grisham,2004,http://images.amazon.com/images/P/0385510438.01.MZZZZZZZ.jpg,4.654867256637168,113
238,0385324057,Summer Sisters,Judy Blume,1998,http://images.amazon.com/images/P/0385324057.01.MZZZZZZZ.jpg,3.674698795180723,83
239,0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,http://images.amazon.com/images/P/0425185710.01.MZZZZZZZ.jpg,2.7523809523809524,105
240,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg,3.042452830188679,212
241,0060934417,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,3.702857142857143,350
242,0671793489,All Around the Town,Mary Higgins Clark,1993,http://images.amazon.com/images/P/0671793489.01.MZZZZZZZ.jpg,3.0933333333333333,150
243,0679772677,A Civil Action,JONATHAN HARR,1996,http://images.amazon.com/images/P/0679772677.01.MZZZZZZZ.jpg,2.37984496124031,129
244,0312983824,Faking It,Jennifer Crusie,2003,http://images.amazon.com/images/P/0312983824.01.MZZZZZZZ.jpg,2.6029411764705883,136
245,0451191153,The Fountainhead,Ayn Rand,1996,http://images.amazon.com/images/P/0451191153.01.MZZZZZZZ.jpg,4.10126582278481,79
246,0440224624,The Loop,Nicholas Evans,1999,http://images.amazon.com/images/P/0440224624.01.MZZZZZZZ.jpg,2.354285714285714,175
247,0743418174,Good in Bed,Jennifer Weiner,2002,http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg,4.040425531914893,470
248,0671036505,The Vineyard,Barbara Delinsky,2001,http://images.amazon.com/images/P/0671036505.01.MZZZZZZZ.jpg,3.108433734939759,83
249,0671004565,We'll Meet Again,Mary Higgins Clark,2000,http://images.amazon.com/images/P/0671004565.01.MZZZZZZZ.jpg,2.4489795918367347,147
250,0345370805,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,2.090909090909091,143
251,0375703055,Ellen Foster,Kaye Gibbons,1997,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,2.8972972972972975,185
252,0156006529,Where or When  : A Novel,Anita Shreve,1999,http://images.amazon.com/images/P/0156006529.01.MZZZZZZZ.jpg,2.168421052631579,95
253,0446673544,Sex &amp; the City,Candace Bushnell,1997,http://images.amazon.com/images/P/0446673544.01.MZZZZZZZ.jpg,2.6704545454545454,88
254,0312243022,The Hours : A Novel,Michael Cunningham,2000,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,3.66,150
255,0385490445,Alias Grace : A Novel,Margaret Atwood,1997,http://images.amazon.com/images/P/0385490445.01.MZZZZZZZ.jpg,3.9404761904761907,84
256,0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,3.35048231511254,311
257,0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,http://images.amazon.com/images/P/0070212570.01.MZZZZZZZ.jpg,3.4694835680751175,213
258,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,2.757425742574257,202
259,0380814021,The Princess Diaries,Meg Cabot,2001,http://images.amazon.com/images/P/0380814021.01.MZZZZZZZ.jpg,3.127450980392157,102
260,0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,3.423841059602649,302
261,0452281784,Bad Heir Day,Wendy Holden,2001,http://images.amazon.com/images/P/0452281784.01.MZZZZZZZ.jpg,2.408450704225352,71
262,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,3.5739130434782607,115
263,0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,http://images.amazon.com/images/P/0440217520.01.MZZZZZZZ.jpg,2.776315789473684,76
264,0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,4.505836575875486,257
265,0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg,3.1052631578947367,95
266,0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,3.8222222222222224,90
267,0425163385,The Night Crew,John Sandford,2004,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,2.9342105263157894,76
268,0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg,3.647482014388489,139
269,0425157539,Sudden Prey,John Sandford,1997,http://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg,1.8295454545454546,88
270,0679731148,A Year in Provence,Peter Mayle,1991,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,3.7746478873239435,142
271,0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg,2.6666666666666665,81
272,0316693324,When the Wind Blows,James Patterson,1998,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,2.5675675675675675,74
273,0449912558,The Sparrow,MARY DORIA RUSSELL,1997,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,3.8867924528301887,106
274,0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg,3.2375,80
275,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,3.9774436090225564,133
276,0894805770,What to Expect the First Year,Arlene Eisenberg,1989,http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg,4.51063829787234,94
277,0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,3.5163934426229506,122
278,0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,3.791208791208791,182
279,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,http://images.amazon.com/images/P/0345446860.01.MZZZZZZZ.jpg,3.6946564885496183,131
280,0399145087,Black Notice,Patricia Daniels Cornwell,1999,http://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg,2.7327586206896552,116
281,0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg,4.02112676056338,142
282,0399501487,Lord of the Flies,William Gerald Golding,1959,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,3.6723404255319148,235
283,0425177173,Atlantis Found,Clive Cussler,2001,http://images.amazon.com/images/P/0425177173.01.MZZZZZZZ.jpg,3.4038461538461537,104
284,0553572997,The Alienist,Caleb Carr,1995,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,3.016181229773463,309
285,0380727501,Notes from a Small Island,Bill Bryson,1997,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,3.855769230769231,104
286,0373218192,Engaging The Enemy,Nora Roberts,2003,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,2.6910569105691056,123
287,0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,http://images.amazon.com/images/P/0515120006.01.MZZZZZZZ.jpg,2.391891891891892,74
288,0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,3.6818181818181817,88
289,0385486804,Into the Wild,Jon Krakauer,1997,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,4.229508196721311,244
290,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,4.017857142857143,112
291,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,2.4263959390862944,197
292,0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,3.802325581395349,172
293,0671537458,Waiting to Exhale,Terry McMillan,1995,http://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,1.3863636363636365,88
294,0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,http://images.amazon.com/images/P/0515127221.01.MZZZZZZZ.jpg,2.864864864864865,74
295,0425161242,Chromosome 6,Robin Cook,2000,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,2.5157894736842104,95
296,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,2.845744680851064,188
297,0345380371,Rising Sun,MICHAEL CRICHTON,1992,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,2.509727626459144,257
298,0446609323,Black Friday,James Patterson,1989,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,2.4864864864864864,111
299,0316690619,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,3.2098765432098766,81
300,0446610038,1st to Die: A Novel,James Patterson,2002,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,3.498721227621483,391
301,0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,http://images.amazon.com/images/P/0805019375.01.MZZZZZZZ.jpg,2.776470588235294,85
302,0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,http://images.amazon.com/images/P/0061000175.01.MZZZZZZZ.jpg,2.934065934065934,91
303,0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,3.2521008403361344,119
304,0425167313,Here on Earth,Alice Hoffman,1998,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,2.2555066079295156,227
305,034540288X,The Lost World,Michael Crichton,1996,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,2.8152610441767068,249
306,0425167720,An Instance of the Fingerpost,Iain Pears,1999,http://images.amazon.com/images/P/0425167720.01.MZZZZZZZ.jpg,2.3152173913043477,92
307,0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,http://images.amazon.com/images/P/0609610597.01.MZZZZZZZ.jpg,3.827272727272727,110
308,0316182540,White Oleander : A Novel,Janet Fitch,2001,http://images.amazon.com/images/P/0316182540.01.MZZZZZZZ.jpg,3.925233644859813,107
309,0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,http://images.amazon.com/images/P/0553299506.01.MZZZZZZZ.jpg,2.138888888888889,72
310,0446611611,City of Bones,Michael Connelly,2003,http://images.amazon.com/images/P/0446611611.01.MZZZZZZZ.jpg,2.9753086419753085,81
311,0446604658,Lucky You,Carl Hiaasen,1998,http://images.amazon.com/images/P/0446604658.01.MZZZZZZZ.jpg,2.9,80
312,0553282476,CAT'S EYE,MARGARET ATWOOD,1989,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,1.8545454545454545,110
313,0449212602,The Handmaid's Tale,Margaret Atwood,1989,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,3.4542124542124544,273
314,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,http://images.amazon.com/images/P/0684867621.01.MZZZZZZZ.jpg,3.6186440677966103,118
315,0345413903,The Murder Book,Jonathan Kellerman,2003,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,2.988826815642458,179
316,0553582143,Body of Lies,IRIS JOHANSEN,2003,http://images.amazon.com/images/P/0553582143.01.MZZZZZZZ.jpg,2.268292682926829,123
317,0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,http://images.amazon.com/images/P/0515090174.01.MZZZZZZZ.jpg,2.8333333333333335,72
318,0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,http://images.amazon.com/images/P/0515095826.01.MZZZZZZZ.jpg,2.943661971830986,71
319,0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,http://images.amazon.com/images/P/0553375407.01.MZZZZZZZ.jpg,4.907407407407407,162
320,0425115801,Lightning,Dean R. Koontz,1996,http://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg,2.529850746268657,134
321,0671024248,Hearts In Atlantis,Stephen King,2000,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,3.184357541899441,179
322,0671034022,Mercy,Julie Garwood,2002,http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg,2.6823529411764704,85
323,0451151259,Eyes of the Dragon,Stephen King,1988,http://images.amazon.com/images/P/0451151259.01.MZZZZZZZ.jpg,3.107843137254902,102
324,0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,3.1774193548387095,124
325,0446607711,The Simple Truth,David Baldacci,1999,http://images.amazon.com/images/P/0446607711.01.MZZZZZZZ.jpg,2.3878787878787877,165
326,0140257934,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,http://images.amazon.com/images/P/0140257934.01.MZZZZZZZ.jpg,2.684931506849315,73
327,0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,3.2660550458715596,109
328,0451524934,1984,George Orwell,1990,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,4.614583333333333,192
329,0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,http://images.amazon.com/images/P/0345392825.01.MZZZZZZZ.jpg,3.067415730337079,89
330,0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,3.9613259668508287,181
331,0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,3.06,200
332,0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,3.6699507389162562,203
333,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,4.900175131348512,571
334,0316089699,Sea Glass: A Novel,Anita Shreve,2003,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,2.7205882352941178,136
335,038082101X,Daughter of Fortune: A Novel,Isabel Allende,2001,http://images.amazon.com/images/P/038082101X.01.MZZZZZZZ.jpg,2.9473684210526314,133
336,0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,2.5454545454545454,143
337,0425162788,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,http://images.amazon.com/images/P/0425162788.01.MZZZZZZZ.jpg,1.6867469879518073,83
338,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg,3.643835616438356,146
339,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,2.462962962962963,162
340,0345348109,The Killer Angels,Michael Shaara,1993,http://images.amazon.com/images/P/0345348109.01.MZZZZZZZ.jpg,3.0277777777777777,108
341,0451177096,Dolores Claiborne,Stephen King,2004,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,3.175675675675676,148
342,0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,http://images.amazon.com/images/P/0345422384.01.MZZZZZZZ.jpg,2.905263157894737,95
343,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,http://images.amazon.com/images/P/0812511816.01.MZZZZZZZ.jpg,3.708955223880597,134
344,0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,2.2534246575342465,146
345,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,4.406649616368286,391
346,0440236703,Tell No One,Harlan Coben,2002,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,3.447619047619048,210
347,1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,http://images.amazon.com/images/P/1592400876.01.MZZZZZZZ.jpg,3.966666666666667,120
348,0375706410,Waiting (Vintage International),Ha Jin,2000,http://images.amazon.com/images/P/0375706410.01.MZZZZZZZ.jpg,2.697247706422018,109
349,0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,http://images.amazon.com/images/P/0553274503.01.MZZZZZZZ.jpg,3.8181818181818183,99
350,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,http://images.amazon.com/images/P/0425133540.01.MZZZZZZZ.jpg,1.610738255033557,149
351,0743469801,Why Girls Are Weird : A Novel,Pamela Ribon,2003,http://images.amazon.com/images/P/0743469801.01.MZZZZZZZ.jpg,3.8536585365853657,82
352,0380731851,Mystic River,Dennis Lehane,2002,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,2.7716262975778547,289
353,0684862719,Pay It Forward: A Novel,Catherine Ryan Hyde,2000,http://images.amazon.com/images/P/0684862719.01.MZZZZZZZ.jpg,3.376470588235294,85
354,0316602051,The Jester,James Patterson,2003,http://images.amazon.com/images/P/0316602051.01.MZZZZZZZ.jpg,2.7610619469026547,113
